node,degree_centrality,betweenness_centrality,eigenvector_centrality
Walden2010Noting_Images:_Understanding,0.004784688995215311,0.0,
Littlefield1994Code_and_Context:,0.019138755980861243,0.0,
Smoliar1995Musical_Objects:_,0.023923444976076555,0.023197091795250153,0.04896787934035647
10.30535/mto.14.2.3,0.004784688995215311,0.0,
Kraus2009Coaching_Mozart’s_String,0.028708133971291863,0.0,
Buhler1999Review_of_Roger,0.004784688995215311,0.0,0.01768400468205664
McCreless1996Contemporary_Music_Theory,0.014354066985645932,0.004830917874396135,0.02415222000041895
10.30535/mto.15.5.2,0.004784688995215311,0.0,
Ng2007Review_of_Peter,0.004784688995215311,0.0,
"Cook2005Prompting_Performance:_Text,",0.014354066985645932,0.0,
Perry2000Review_of_Allen,0.014354066985645932,0.007091369760394051,0.024387316670292862
10.30535/mto.15.5.1,0.019138755980861243,0.0,
Brown2009Axis_Tonality_and,0.004784688995215311,0.0,
Soderberg1998White_Note_Fantasy,0.004784688995215311,0.0,
Lewin1994Comment_on_John,0.019138755980861243,0.0,
Lester1998How_Theorists_Relate,0.014354066985645932,0.01112621099929807,0.054165596214419215
Code1995Listening_for_Schubert’s,0.028708133971291863,0.0,0.12427421641936873
Agmon1996Beethoven’s_Op._81a,0.004784688995215311,0.0,0.0052737696089133765
London1995Misreading_Meyer:_A,0.014354066985645932,0.020541571319603363,0.01428078578992043
Covach1995Musical_Worlds_and,0.023923444976076555,0.021256401874250843,0.008025607033656084
Fuller1997Review_of_<i>Musica,0.023923444976076555,0.007718582269497604,0.013472372401497052
Demske1995On_Considering_a,0.023923444976076555,0.008186739871000898,0.03959211694915177
10.30535/mto.0.2.1,0.009569377990430622,0.0,0.005710132429695916
Weisser1998Review_of_David,0.03349282296650718,0.041886147249245324,0.05324318736326526
Anku2000Circles_and_Time:,0.019138755980861243,0.017391304347826084,0.002069494370272931
Schaffer1996Review_of_Peter,0.028708133971291863,0.011969509027111008,0.07173579435242414
Douw1997Music_Theory_at,0.004784688995215311,0.0,
Wannamaker2001Structure_and_Perception,0.004784688995215311,0.0,0.00020798694260622754
Samplaski2005Mapping_the_Geometries,0.004784688995215311,0.0,
Roeder2009A_Transformational_Space,0.03827751196172249,0.0,
Bor2009Sonata-Formal_Functions_and,0.03827751196172249,0.0,
Fankhauser2007Review_of_Ralph,0.004784688995215311,0.0,
Reddick2010<i>Becoming</i>_at_a,0.014354066985645932,0.0,
Mengozzi1998Review_of_Lionel,0.019138755980861243,0.009312882076057386,0.011831573191505608
Demske1995Response_to_Parncutt,0.03827751196172249,0.03429076566586173,0.06767852022245398
Cramer2003The_Harmonic_Function,0.004784688995215311,0.0,
Leong2005The_Performer’s_Voice:,0.019138755980861243,0.0,
Roeder2009Constructing_Transformational_Signification:,0.05263157894736842,0.0,
Buchler2007Reconsidering_Klumpenhouwer_Networks,0.009569377990430622,0.0,
London1997A_Different_Response,0.014354066985645932,0.001677673542662101,0.05550477835200967
"Gur2008Body,_Forces,_and",0.03827751196172249,0.0,
Straus1998SMT_1997_Plenary,0.004784688995215311,0.0,
Lind2009An_Interactive_Trichord,0.023923444976076555,0.0,
Roeder2009Introduction,0.04784688995215311,0.0,
Killam1997Cognitive_Dissonance:_Should,0.009569377990430622,0.001087996671520699,0.00678673275790117
Royal1995Review_of_<i>The,0.043062200956937795,0.0505005974108905,0.13264982897597094
