node,degree_centrality,betweenness_centrality,eigenvector_centrality
Littlefield1994Code_and_Context:,0.014084507042253521,0.0,
10.30535/mto.14.2.3,0.014084507042253521,0.0,
Ravenscroft2010Chair’s_Introduction_to,0.014084507042253521,0.0,
10.30535/mto.15.5.1,0.014084507042253521,0.0,
Lester1998How_Theorists_Relate,0.014084507042253521,0.0,
Demske1995On_Considering_a,0.014084507042253521,0.0,
Leong2005Virtuosity_in_Babbitt’s,0.014084507042253521,0.0,
Anku2000Circles_and_Time:,0.07042253521126761,0.0,
Stoecker2007Without_a_Safety,0.08450704225352113,0.0,0.35656830661419087
Samplaski2005Mapping_the_Geometries,0.028169014084507043,0.0,
Leong2005The_Performer’s_Voice:,0.028169014084507043,0.0,
Roeder2009Constructing_Transformational_Signification:,0.15492957746478875,0.5523809523809524,0.4086492381175928
Buchler2007Reconsidering_Klumpenhouwer_Networks,0.08450704225352113,0.0,0.35656830661419087
"Gur2008Body,_Forces,_and",0.014084507042253521,0.0,
Sturman2010Commentary_on_“Rhythm:,0.09859154929577466,0.0,
Jenkins2010After_the_Harvest:,0.014084507042253521,0.0,
Heinonen2000Review_of_Walter,0.014084507042253521,0.0,
Williams2009Beats_and_Flows:,0.04225352112676056,0.0,
Tymoczko2007Recasting_K-nets,0.08450704225352113,0.0,0.35656830661419087
Hermann1995Towards_a_New,0.04225352112676056,0.0,
Moore2005The_Persona-Environment_Relation,0.014084507042253521,0.0,
Spicer2005Review_of_Walter,0.056338028169014086,0.0,
Schmalfeldt1998On_Keeping_the,0.014084507042253521,0.0,
10.30535/mto.16.4.3,0.07042253521126761,0.0,
10.30535/mto.16.4.4.,0.1267605633802817,0.0,
10.30535/mto.4.1.1,0.014084507042253521,0.0,
Rothgeb1995The_Tristan_Chord:,0.014084507042253521,0.0,
Burns2010Rhythmic_Archetypes_in,0.07042253521126761,0.0,
Losada2007K-nets_and_Hierarchical,0.08450704225352113,0.0,0.35656830661419087
Burns2008Embodied_Subjectivities_in,0.04225352112676056,0.0,
Reed2007A_Tetrahelix_Animates,0.028169014084507043,0.0,0.07794120048897338
Foley2007The_Efficacy_of,0.014084507042253521,0.0,0.0626561861842207
"Koozin1999On_Metaphor,_Technology,",0.014084507042253521,0.0,
Guerrero2006Serial_Intervention_in,0.014084507042253521,0.0,
Tenzer2000Theory_and_Analysis,0.014084507042253521,0.0,
Buchler2008Reconsidering_Klumpenhouwer_Networks,0.14084507042253522,0.4761904761904762,0.39116996979053303
Donin2008Charting_the_Score,0.014084507042253521,0.0,
Attas2009Metaphors_in_Motion:,0.028169014084507043,0.0,0.07794120048897338
Robison1994Modifying_Interval-Class_Vectors,0.014084507042253521,0.0,
Peck2003A_Review_of,0.014084507042253521,0.0,0.06545651157959818
Kaminsky2005Review_of_<i>Beatlestudies,0.014084507042253521,0.0,
Zbikowski1995Theories_of_Categorization,0.028169014084507043,0.0,
Grant2008Hysteria_at_the,0.014084507042253521,0.0,0.0626561861842207
Childs2006Structural_and_Transformational,0.014084507042253521,0.0,
Martinez2000Semiotics_and_the,0.014084507042253521,0.0,
Urista2003Beyond_Words:_The,0.014084507042253521,0.0,
Rahn1994From_Similarity_to,0.014084507042253521,0.0,
Klumpenhouwer2007Reconsidering_Klumpenhouwer_Networks:,0.014084507042253521,0.0,0.0626561861842207
"Scotto2002Transformational_Networks,_Transpositional",0.028169014084507043,0.0,0.07794120048897338
Butterfield2010Variant_Timekeeping_Patterns,0.04225352112676056,0.0,
Klumpenhouwer1994Some_Remarks_on,0.014084507042253521,0.0,
O’Donnell2007Embracing_Relational_Abundance,0.014084507042253521,0.0,0.0626561861842207
Neidhöfer2007Bruno_Maderna’s_Serial,0.014084507042253521,0.0,
Marion2007Debussy_and_Recollection:,0.014084507042253521,0.0,
Auerbach2010Pedagogical_Applications_of,0.014084507042253521,0.0,
Samplaski2004Interval-Classes_and_Psychological,0.014084507042253521,0.0,
Roeder1993Toward_a_Semiotic,0.014084507042253521,0.0,
Robison1995Category_Structures_and,0.028169014084507043,0.0,
Nolan2007Thoughts_on_Klumpenhouwer,0.08450704225352113,0.0,0.35656830661419087
Isaacson1996Issues_in_the,0.014084507042253521,0.0,
Kuusi2009Discrimination_and_Evaluation,0.014084507042253521,0.0,
Burns2005Feeling_the_Style:,0.014084507042253521,0.0,
Everett2004Making_Sense_of,0.014084507042253521,0.0,
Krims1995On_the_Fear,0.014084507042253521,0.0,
Benadon2007A_Circular_Plot,0.07042253521126761,0.0,
"Burns2004Authenticity,_Appropriation,_Signification:",0.014084507042253521,0.0,
Traut2009Dyadic_TC_Lattices:,0.028169014084507043,0.0,0.07794120048897338
Everett2001Review_of_Richard,0.014084507042253521,0.0,
10.30535/mto.12.4.2,0.04225352112676056,0.0,
Kuusi2003The_Role_of,0.014084507042253521,0.0,
10.30535/mto.7.6.1,0.014084507042253521,0.0,
"Zbikowski1995Response_to_Robison,",0.028169014084507043,0.0,
