node,degree_centrality,betweenness_centrality,eigenvector_centrality
Littlefield1994Code_and_Context:,0.03125,0.0,
10.30535/mto.14.2.3,0.03125,0.0,
10.30535/mto.15.5.1,0.03125,0.0,
Demske1995On_Considering_a,0.03125,0.0,
Anku2000Circles_and_Time:,0.03125,0.0,0.5773496063057992
Samplaski2005Mapping_the_Geometries,0.03125,0.0,
Roeder2009Constructing_Transformational_Signification:,0.03125,0.0,
Buchler2007Reconsidering_Klumpenhouwer_Networks,0.03125,0.0,
"Gur2008Body,_Forces,_and",0.03125,0.0,
Hermann1995Towards_a_New,0.0625,0.0,
10.30535/mto.16.4.4.,0.09375,0.0,0.0015153532973905494
10.30535/mto.4.1.1,0.03125,0.0,
Rothgeb1995The_Tristan_Chord:,0.03125,0.0,
Losada2007K-nets_and_Hierarchical,0.03125,0.0,
Reed2007A_Tetrahelix_Animates,0.0625,0.0,
"Koozin1999On_Metaphor,_Technology,",0.03125,0.0,
Guerrero2006Serial_Intervention_in,0.03125,0.0,
Donin2008Charting_the_Score,0.03125,0.0,
Attas2009Metaphors_in_Motion:,0.03125,0.0,
Zbikowski1995Theories_of_Categorization,0.0625,0.0,
Urista2003Beyond_Words:_The,0.03125,0.0,
Rahn1994From_Similarity_to,0.03125,0.0,
Neidhöfer2007Bruno_Maderna’s_Serial,0.03125,0.0,
Marion2007Debussy_and_Recollection:,0.03125,0.0,
Auerbach2010Pedagogical_Applications_of,0.03125,0.0,
Samplaski2004Interval-Classes_and_Psychological,0.03125,0.0,
Roeder1993Toward_a_Semiotic,0.03125,0.0,
Robison1995Category_Structures_and,0.03125,0.0,
Kuusi2009Discrimination_and_Evaluation,0.03125,0.0,
10.30535/mto.12.4.2,0.03125,0.0,0.5773496063057992
Kuusi2003The_Role_of,0.03125,0.0,
10.30535/mto.7.6.1,0.03125,0.0,0.5773496063057992
"Zbikowski1995Response_to_Robison,",0.03125,0.0,
